~id,~label,type:String,os:String,browser:String,fingerprint:String,first_seen:Date,last_login:Date,login_count:Int,fraud_flag:Boolean
DEV0076,device,desktop,macOS Ventura,Edge,c69c9b0bb2de6ba66150e3a933fb4fc4eaab226939c9df91f2d4c8c07773bf5a,2025-03-25T15:22:44Z,2025-08-14T09:22:44Z,92,False
DEV0350,device,desktop,Windows 10,Firefox,651dedcfb91092759cf193ec18833ccf79a89e56742c07e0df01dcb5b95e2a62,2024-07-12T15:22:44Z,2025-07-25T23:22:44Z,84,False
DEV0253,device,tablet,iPadOS 16,Firefox,fbedd088ce7507326c14311b89e4812a500385799448cdc50f891b124c3b78b3,2024-06-24T15:22:44Z,2025-07-25T06:22:44Z,168,False
DEV0024,device,tablet,Android 12,Firefox,b0fd4d943af457dd9981f7ae660bb6e8baf440d26b991cbc782e3928a7989467,2025-03-05T15:22:44Z,2025-08-08T09:22:44Z,54,False
DEV0479,device,mobile,iOS 16,Safari Mobile,225149e0507cd4913d09a48dd8f4e56153cda1625255ffd8067c0c330e0e693e,2025-08-04T15:22:44Z,2025-08-01T05:22:44Z,117,False
DEV0733,device,mobile,Android 13,Chrome Mobile,4cc2048cd3adc3e10d71ad8a350dbda01e3d25f2382a7d1e5d838ae3a2a09aa5,2025-01-19T15:22:44Z,2025-08-01T01:22:44Z,17,False
DEV0275,device,desktop,macOS Monterey,Firefox,2eb4f8a789c9b64e719103772559b9f781b84f1e62dd9b66950ae4e10335c024,2024-12-28T15:22:44Z,2025-08-02T18:22:44Z,17,False
DEV0619,device,desktop,macOS Ventura,Opera,22c7c88fa35f73198a6789569115033ba8fe48df9b4ae2618c69a48c2acbebc5,2024-04-27T15:22:44Z,2025-08-15T17:22:44Z,124,False
DEV0626,device,tablet,iPadOS 15,Safari,35b68abea0bd57d3c6a999a22b407d329439b926e96d249277a84341c326b7af,2025-06-24T15:22:44Z,2025-08-08T18:22:44Z,169,False
DEV0380,device,tablet,iPadOS 15,Safari,6a8ef552911f0cd5f1f4548b112e55539d4f5a38c534bdc99407876b1017fd8d,2024-11-07T15:22:44Z,2025-08-04T00:22:44Z,64,False
DEV0476,device,mobile,iOS 15,Firefox Mobile,964a680bfd049e3cc704fe589e2f29fd6ff09bc0dfdea1e209f939f6e67149c9,2024-04-29T15:22:44Z,2025-08-13T20:22:44Z,71,False
DEV0110,device,mobile,iOS 16,Safari Mobile,ee8bb2e497f11a08550dca2935d2239860873afc1f152f5b834956387f2e7ac0,2024-09-03T15:22:44Z,2025-08-06T10:22:44Z,184,False
DEV0551,device,tablet,iPadOS 16,Safari,d76fc79be0a45744fe311df6250ba5ba9dea1e787a678ef0f632f1d98086e009,2024-11-26T15:22:44Z,2025-07-24T06:22:44Z,141,False
DEV0060,device,tablet,Android 12,Chrome,4cbc791290affec0a98c477172f35395c5af7640abdffc8a0d8cd9627810b73d,2024-09-10T15:22:44Z,2025-07-31T02:22:44Z,66,False
DEV0407,device,tablet,iPadOS 16,Safari,361aca7109c72367b7ec5c6fddd15889bf213b159840d9abde18bdd0334de04f,2025-05-06T15:22:44Z,2025-07-30T01:22:44Z,88,False
DEV0098,device,mobile,iOS 16,Chrome Mobile,2660672dc64a0ae0b3c3b49549ba01bb4ae3d9aebb690e87db0ef7957ef42526,2024-05-20T15:22:44Z,2025-07-23T01:22:44Z,50,False
DEV0507,device,mobile,Android 12,Firefox Mobile,e2a4eb05360a127ac5ad0425b07cc01509e77d9a6784a22b6a1e1e406cdbc013,2025-02-17T15:22:44Z,2025-08-06T13:22:44Z,158,False
DEV0567,device,desktop,macOS Monterey,Edge,25c3117b85f8a5933aa82e0eac2726efff739182a4f333b32bda3e740c2f138e,2025-05-06T15:22:44Z,2025-08-01T06:22:44Z,104,False
DEV0129,device,tablet,Android 12,Chrome,e76156a6c893af801ad5d533671bc8e5b5ca89739181fe29f07364db39ee2a0e,2025-07-27T15:22:44Z,2025-08-04T09:22:44Z,57,False
DEV0373,device,tablet,Android 12,Chrome,b931a827f04e10733bd27871512559d9f642e24babe6d0e756d62af027e6c6dd,2024-12-30T15:22:44Z,2025-08-08T06:22:44Z,150,False
DEV0318,device,desktop,Windows 10,Firefox,fe9381fe989d66bac71fbac9612206089456c1744715ad0929e3d40bdfae9152,2024-10-05T15:22:44Z,2025-08-01T09:22:44Z,174,False
DEV0360,device,mobile,Android 13,Samsung Internet,48b0be4d101d6888cbbdc251b0d7999b3546fdd5dad92bc165031c21cfda5a85,2025-01-01T15:22:44Z,2025-08-14T09:22:44Z,147,False
DEV0122,device,mobile,iOS 16,Firefox Mobile,e69f5501c5357d2352ed9c109733c02aeeeea9359542edea37c655abf1a43558,2024-09-24T15:22:44Z,2025-07-29T02:22:44Z,121,False
DEV0497,device,mobile,iOS 16,Safari Mobile,0fcae28f9134eb35189b6b62d3c3b0ed2101809d35299cfa5d08e361ff3edb80,2024-08-08T15:22:44Z,2025-07-31T00:22:44Z,181,False
DEV0413,device,tablet,iPadOS 16,Chrome,a6397547b051d5ecd32b6eb623b989afb07f7789cf20eb6cede7ac06a581f5cc,2025-08-09T15:22:44Z,2025-07-25T16:22:44Z,139,False
DEV0604,device,tablet,iPadOS 16,Firefox,84381a79a80d6b86b0f23afa25959257011e1a15f68a4036f838346236c0da99,2024-12-16T15:22:44Z,2025-07-25T07:22:44Z,124,False
DEV0305,device,mobile,iOS 15,Safari Mobile,4d971ee5fb3a68497ea5b4c0207324c4429c69ad599a167c72c1e47912b30f40,2025-04-22T15:22:44Z,2025-08-01T20:22:44Z,27,False
DEV0097,device,tablet,iPadOS 15,Firefox,561f847647774cc1bf4a600d5f412a15ecb011a5ea830076e96a78acada469e1,2025-06-26T15:22:44Z,2025-07-28T16:22:44Z,174,False
DEV0143,device,desktop,Ubuntu 22.04,Opera,ac9f83e6d15e99b09d95dbbafcb68ba95add0998325cd888934fc93a6bff8fd1,2025-02-28T15:22:44Z,2025-07-26T20:22:44Z,196,False
DEV0035,device,tablet,Android 11,Firefox,76d1f531d1480993477a866f357cf63ef7ea34b66cac5caee08648745524b8e8,2025-07-17T15:22:44Z,2025-07-23T21:22:44Z,71,False
DEV0121,device,mobile,iOS 15,Firefox Mobile,a8690afc851337687f2cf531d35c0da9202f8ba81034fed581ca14e11a110310,2025-03-29T15:22:44Z,2025-08-10T07:22:44Z,70,True
DEV0546,device,tablet,Android 11,Firefox,53c8ff89b05ef05aae10b6e095e5301d8da967cbfd3feb10efe4ae69ae6d2c0a,2025-01-20T15:22:44Z,2025-08-14T20:22:44Z,49,False
DEV0673,device,desktop,macOS Ventura,Chrome,89d53b7c08a9e4647d314edf073f68f7bd257329609a71759cd9a5994fb48986,2024-08-02T15:22:44Z,2025-07-25T19:22:44Z,47,False
DEV0327,device,mobile,iOS 15,Chrome Mobile,7d822c482179dc27618b61c3e061a5667c09f4147e534ada45e913a4346b1c4e,2025-06-07T15:22:44Z,2025-07-26T04:22:44Z,18,False
DEV0199,device,tablet,Android 11,Chrome,dc4e00d2ab6d002b9fb9065d41957291af9c635c78a9246de60f23ad795c4ecb,2025-01-07T15:22:44Z,2025-07-25T12:22:44Z,18,False
DEV0587,device,desktop,Windows 11,Edge,f8547c4f4ed5bc8232e20d87a06a098f87abfe2f928041ab2efa628ea0b4d42e,2024-12-03T15:22:44Z,2025-08-06T00:22:44Z,82,False
DEV0382,device,mobile,iOS 15,Firefox Mobile,6a40f9a780db459e5987343311dfb2d3060ea5f7bf85343308289abce2ecd577,2024-05-28T15:22:44Z,2025-07-18T22:22:44Z,64,False
DEV0085,device,tablet,Android 12,Firefox,1bc77f59f4876618bfd1102f7194f9e785c6d6dfe589e60b2393dd607cc3d046,2024-10-18T15:22:44Z,2025-08-04T20:22:44Z,171,False
DEV0484,device,desktop,Windows 10,Firefox,cad699403b3d00fd614a826a255090bc720e86f09963a018026fcdf7fde9f90e,2024-11-11T15:22:44Z,2025-08-08T07:22:44Z,73,False
DEV0574,device,mobile,Android 13,Firefox Mobile,6e41bb0b80dc93b690017d8e44d92d8c3136a95897d18b4b30b8b84208e7a13b,2024-04-21T15:22:44Z,2025-08-09T19:22:44Z,154,False
DEV0302,device,tablet,Android 11,Firefox,1d2befd06e8cdfcab58bad1e92ab198690b719f637ad0fa3bb3ceb974d7f308c,2024-09-03T15:22:44Z,2025-07-24T18:22:44Z,196,False
DEV0747,device,mobile,Android 13,Chrome Mobile,4594dac272ba3563ee7682aefec0d992db0360ed08ffba9d27f5a9e4c711a212,2025-01-23T15:22:44Z,2025-07-27T21:22:44Z,54,False
DEV0210,device,mobile,Android 13,Firefox Mobile,2f88e969ee1cb35de68ab8b5d66d4b1d687f72b316b0798550310e364dde5baf,2025-04-27T15:22:44Z,2025-08-17T20:22:44Z,28,False
DEV0170,device,desktop,macOS Monterey,Edge,0fce1eecf97cd45f808ffce56ebe5bf74bb9bf97c31e52adc96d395b5a3af85e,2025-08-04T15:22:44Z,2025-07-29T18:22:44Z,60,False
DEV0033,device,desktop,Windows 11,Chrome,57aa346d77a61b6a6806beb4e865763f29f8cda2ca2dacfd85d66b217743fcfe,2024-06-04T15:22:44Z,2025-07-29T12:22:44Z,186,False
DEV0383,device,tablet,Android 11,Firefox,797a3e45e9927c4aa1e860d148f6659636626202bebd827a8c96f7d67a77bf6a,2025-07-23T15:22:44Z,2025-07-20T18:22:44Z,87,False
DEV0624,device,desktop,macOS Ventura,Edge,a9e71beb306c74f84928750adfb75e58e8a6ab8af1358b66276f32207327643f,2025-05-01T15:22:44Z,2025-07-25T13:22:44Z,75,False
DEV0397,device,desktop,macOS Ventura,Firefox,8a8bd940ed5e9cf0c0b9250a5d55a59157b1f5116286408a61a4497fe5419673,2025-02-10T15:22:44Z,2025-07-27T07:22:44Z,31,True
DEV0700,device,desktop,Ubuntu 22.04,Edge,a2893139d798c01e1f33e7aafc750bf4d9390cab1691b94e6b03b4b1d9372c6c,2025-07-25T15:22:44Z,2025-08-05T03:22:44Z,191,False
DEV0451,device,desktop,macOS Ventura,Edge,21b3268c4196727c89c40e3b30249dfbb2f64616c29b8d63ca70d51346647a44,2025-06-13T15:22:44Z,2025-07-24T13:22:44Z,143,False
DEV0433,device,mobile,iOS 16,Chrome Mobile,a25102a407a6b3eacc93ef2f1e6712aaef95e3861a05567318e7a728cd1f1709,2025-03-13T15:22:44Z,2025-08-05T17:22:44Z,128,False
DEV0259,device,tablet,iPadOS 16,Safari,8b124a42d3eeb70314712b3e1cd4bb408059dce0dc3e35c34b552b69d04e9512,2025-03-03T15:22:44Z,2025-08-12T22:22:44Z,15,False
DEV0596,device,tablet,Android 12,Chrome,7ca828c0598d3ff30ff683ac187c7ae025896a2ba6173e6a657ddcf5d2b5cdda,2024-04-29T15:22:44Z,2025-07-28T09:22:44Z,81,False
DEV0179,device,mobile,iOS 15,Chrome Mobile,00c6a81aef67048beb91e87a3e05d963fd8d8164fb4dcef10564db8417d4ab43,2024-07-31T15:22:44Z,2025-07-21T12:22:44Z,166,False
DEV0663,device,tablet,iPadOS 15,Safari,45e0d06523029361988c42944b6ffc9cc4f77dabeab3fca9cce60352f1e7360c,2024-05-06T15:22:44Z,2025-08-06T12:22:44Z,59,False
DEV0041,device,tablet,iPadOS 15,Firefox,34995265752bbc894a707f3b2b4b604488bf3e131c2d43a6e3af58e104be42e7,2024-07-24T15:22:44Z,2025-07-27T23:22:44Z,122,False
DEV0048,device,mobile,Android 11,Chrome Mobile,f8dbd825b20141fd5d57991cd13592144920555487a56b3354ee2452bd77e4ea,2025-07-06T15:22:44Z,2025-07-23T12:22:44Z,121,False
DEV0278,device,desktop,macOS Ventura,Opera,12f8421265ffc05a88feebf5fb5154ccdcfff9ce2fcd038365e766d77278b04b,2025-04-04T15:22:44Z,2025-07-22T21:22:44Z,21,False
DEV0045,device,mobile,Android 11,Chrome Mobile,513618560f6a5b6ca71677b6115a818c640591a67c16eff898425eb4dd821b92,2024-10-16T15:22:44Z,2025-08-13T05:22:44Z,21,False
DEV0561,device,tablet,iPadOS 15,Firefox,a7908959060d578158d26de6aca3c69bc6e3044422f2c232bc1d59ebf06e2f69,2025-05-03T15:22:44Z,2025-08-14T02:22:44Z,48,False
DEV0646,device,desktop,macOS Ventura,Opera,5d000224afbc5d59021f2bf24876c35b80aad800e7f22afad20536b73264ba25,2024-09-07T15:22:44Z,2025-07-25T00:22:44Z,182,False
DEV0738,device,mobile,Android 13,Samsung Internet,c3c9d904548222405fe11c642ecf60a9a8c7a36eda1af398c226fc275cf745d8,2025-08-12T15:22:44Z,2025-08-13T19:22:44Z,74,False
DEV0586,device,tablet,Android 12,Chrome,20385f34ff95450e74ed50fe80eb6a494b234b8d286f3f21aa4d74b2ed672f4a,2024-11-08T15:22:44Z,2025-08-11T01:22:44Z,165,False
DEV0329,device,desktop,Windows 11,Safari,8de7a35dfb31987d5e08ed70a0e3bd37ad8d613d007ff363289ebdc27fa52532,2024-11-17T15:22:44Z,2025-08-10T14:22:44Z,54,False
DEV0712,device,tablet,iPadOS 16,Safari,20ec3ecd328fc168a19f4f23112e037945b50254dccd306ad08ec88950fc686b,2025-05-14T15:22:44Z,2025-08-13T18:22:44Z,126,False
DEV0517,device,tablet,Android 11,Safari,9b8ab8666be11744938613c735f8eba8c575d436b2287fdf1d1f7c81d15f4e8a,2024-08-30T15:22:44Z,2025-08-12T18:22:44Z,16,False
DEV0491,device,desktop,macOS Monterey,Chrome,555a8a6294dcbdaf59f0be5990869a2fec06a6035cbd9da623ab36f51fdb6495,2024-10-08T15:22:44Z,2025-08-07T06:22:44Z,58,False
DEV0570,device,desktop,macOS Monterey,Firefox,11edb6a9ea5272b55b9c442d6dff2978fcbfeff2de79eaa17c53cc4540e4ae1b,2024-07-25T15:22:44Z,2025-08-05T09:22:44Z,196,False
DEV0557,device,mobile,Android 11,Safari Mobile,2bc7d69e4dfad09d1577fcfbb7bceee8104f0c7076e94e3c8cd4dd44f16a56a3,2024-10-19T15:22:44Z,2025-08-08T08:22:44Z,33,False
DEV0294,device,tablet,Android 11,Firefox,058b8e69acfe1dc8d8634ea2637a122134e2141019aa1098278eb8e44990ec84,2025-07-31T15:22:44Z,2025-08-15T08:22:44Z,193,False
DEV0606,device,tablet,Android 12,Safari,2e2358a2c07bb4dc1bf12ea7a77cc3eea7e6c338018ad96a7ecd3a9a628af414,2024-10-29T15:22:44Z,2025-08-12T05:22:44Z,37,True
DEV0328,device,mobile,iOS 15,Firefox Mobile,b201f82434a065971cadb1dac1b75c83b947fcbd9d65ce74dc20ea93c8867bcf,2025-07-03T15:22:44Z,2025-07-31T14:22:44Z,76,False
DEV0251,device,desktop,macOS Ventura,Opera,a865a728737e82b289bfad78c130d6093ad840806a1bf3db748153249468eb85,2025-04-12T15:22:44Z,2025-07-22T01:22:44Z,122,False
DEV0014,device,mobile,iOS 15,Chrome Mobile,20d2dd0a416d9563f2dabe9a4c293593a5390c30b3945c06ba6d20fe7a25b3a7,2024-11-09T15:22:44Z,2025-08-04T16:22:44Z,68,False
DEV0704,device,tablet,Android 11,Safari,0cfb88f9f817f9b02003fa0d0a3caa6ef63a68fd59dcb5bde106d95c6b2dd4f9,2024-06-10T15:22:44Z,2025-08-04T21:22:44Z,61,False
DEV0490,device,tablet,Android 12,Firefox,3fe6140304522c302b2c27ac27b92381c64862acf5bdaea398a286c0f51e279d,2025-06-06T15:22:44Z,2025-08-11T13:22:44Z,147,False
DEV0361,device,desktop,Ubuntu 22.04,Opera,49843e6e986f479997ea8885a03bbe655d80fdb667803afc62b1a3bef51ca04e,2025-06-24T15:22:44Z,2025-08-02T14:22:44Z,80,False
DEV0670,device,mobile,Android 11,Samsung Internet,c266c5ba3761312c87051835700a0486ff0a2e8e49731ddb1547e289e814311f,2024-12-28T15:22:44Z,2025-08-09T17:22:44Z,161,False
DEV0310,device,tablet,Android 11,Firefox,a40d0b2a5b0bae85521b2326b09958617e2265c1da5380d7ddccb8bbf454ce64,2025-04-12T15:22:44Z,2025-07-24T09:22:44Z,180,False
DEV0533,device,tablet,iPadOS 15,Firefox,c1750f794cfd4331404689b4e3bfbf535a28bd6727abf160ef0500b0e2ccee53,2024-05-06T15:22:44Z,2025-07-29T00:22:44Z,193,False
DEV0113,device,mobile,Android 12,Safari Mobile,514e857c7840eb1effe25380c7c786a5a153a8bf8106c2d3ffcc852803004088,2024-04-06T15:22:44Z,2025-07-30T17:22:44Z,58,False
DEV0693,device,tablet,Android 12,Safari,479891f8ecd5978bfeac9c7512ef9ec4861c30c2a4d8bebc51a01a7093ffd10d,2025-06-08T15:22:44Z,2025-07-31T18:22:44Z,141,False
DEV0260,device,desktop,macOS Monterey,Safari,79d9e8d6e841125e9df5c1000ea02e8bb55c62c995480684b07efd21ecb35fcd,2024-09-13T15:22:44Z,2025-08-14T17:22:44Z,42,False
DEV0319,device,desktop,Windows 10,Chrome,01d18e91e195937d3464e9af4fc0717fbbaaa6e28bf8aa0ac6e6e6baa2fd635c,2024-05-13T15:22:44Z,2025-08-07T19:22:44Z,170,False
DEV0396,device,tablet,Android 12,Chrome,4e609849210769749f8d261ecb6ef2f3bcf13739f1b9d79d0cb69a266221ad5a,2025-01-16T15:22:44Z,2025-08-02T21:22:44Z,175,False
DEV0579,device,desktop,Ubuntu 22.04,Edge,228333c1ed72ea815c31995e86826cf3314b8ada2c861f16d2636a1c76758c46,2024-04-11T15:22:44Z,2025-07-22T22:22:44Z,118,False
DEV0213,device,tablet,iPadOS 15,Chrome,75c83fde4be7c251f738fa4da3b16ec01324ad984ffb5d4377dfc075b55672dc,2024-08-02T15:22:44Z,2025-08-17T05:22:44Z,152,False
DEV0119,device,desktop,macOS Ventura,Safari,d794882e56324d00609b89143c235f1aaf9429a553ac7574400e1284168a6436,2024-06-24T15:22:44Z,2025-08-10T04:22:44Z,52,False
DEV0514,device,mobile,Android 11,Firefox Mobile,64a9afb4bf305f9ae3d7f105beea43bcee855cffec8f2453915204d97538d822,2025-03-07T15:22:44Z,2025-07-27T06:22:44Z,126,False
DEV0320,device,tablet,iPadOS 16,Chrome,15749c3501b4522e7991de22a56d54b8f2842317f6a25e711f15d693bc3c0edc,2024-07-11T15:22:44Z,2025-07-18T21:22:44Z,175,False
DEV0644,device,tablet,Android 11,Firefox,ae5bfd653119ce4e89d21bbfe2d01e2c667449e7600fb44d319c83b9782c54a3,2025-04-09T15:22:44Z,2025-07-30T16:22:44Z,118,False
DEV0643,device,mobile,Android 13,Firefox Mobile,6e8b0dcea3a25597f76ff5561c376b5e53caeb1b9ad5869e860139e72c36f4ca,2025-05-27T15:22:44Z,2025-08-11T21:22:44Z,139,False
DEV0720,device,desktop,Ubuntu 22.04,Edge,8c73c4b12eb8e32d85ae8417f3f56c984ffe341e8dfe6b17cdac08246ef8374d,2024-12-23T15:22:44Z,2025-08-07T03:22:44Z,100,True
DEV0424,device,tablet,Android 12,Chrome,3c30366592972953f45cac8d9de88caa74fc05d482a51f22925334fcc6cde016,2025-02-20T15:22:44Z,2025-08-07T04:22:44Z,83,False
DEV0597,device,tablet,iPadOS 15,Safari,e223d7ceea0085d0a4c45528a88caaae738c95e9c945948f745bc6ae9c39a589,2025-01-29T15:22:44Z,2025-07-30T13:22:44Z,41,False
DEV0152,device,mobile,Android 13,Samsung Internet,e9d0d52dbdf1f01c3a7107e5ab57b442c7a8942518b5bbcf58123ab88dd74492,2025-06-11T15:22:44Z,2025-07-18T19:22:44Z,167,False
DEV0252,device,mobile,Android 13,Safari Mobile,27244c2907472bd736772d2753e141163f0f197994e02998aab5b4075b8c0d37,2024-04-13T15:22:44Z,2025-07-28T18:22:44Z,78,False
DEV0285,device,desktop,macOS Monterey,Edge,d93d4e55114cda87626e8a5ce601bf09c184051654fb0e3a89e1de39dc367aa1,2025-02-02T15:22:44Z,2025-08-02T17:22:44Z,170,False
DEV0250,device,desktop,Windows 11,Opera,3cb4da1416034d6de3200b48f1722e12ea1578ecadbce96c36ce255732163d1e,2025-07-29T15:22:44Z,2025-08-12T21:22:44Z,19,False
DEV0164,device,tablet,Android 11,Chrome,a0e4333c59fab2d04fb01f4b469ec541cb9a14cd0bd893a8af939dc1ff5f4f9b,2025-07-18T15:22:44Z,2025-08-01T05:22:44Z,85,False
DEV0545,device,mobile,Android 13,Firefox Mobile,0d20031a2c3246255a28daeb9411a0f2172aa5f5becf8d2dcae9a5d2b371df31,2025-01-27T15:22:44Z,2025-07-31T17:22:44Z,198,False
DEV0553,device,desktop,Windows 10,Safari,e075eb64405c5310ac6dafc167e07afc87716e2a576bccf80f127d26a599b08b,2024-04-20T15:22:44Z,2025-08-05T01:22:44Z,24,False
DEV0734,device,mobile,Android 12,Chrome Mobile,a57c467f83e077b793475b2e862a78bb18c0622977248dcc23ceab9e762d73c3,2024-08-21T15:22:44Z,2025-08-14T15:22:44Z,127,False
DEV0140,device,desktop,macOS Monterey,Edge,5448189b901c4bf193dff3db9dcbefcbfe46851d9438b9626843bc8869619c9e,2025-01-04T15:22:44Z,2025-08-14T09:22:44Z,38,False
DEV0714,device,desktop,macOS Ventura,Chrome,a6df2e771bf93435996207fab24c5c0bbc8d32c0e7c4c332a1ee07207d8a7735,2025-05-02T15:22:44Z,2025-08-04T17:22:44Z,200,False
DEV0209,device,mobile,iOS 15,Samsung Internet,9464d4b576d91a15044ff6a460b1090b5ab23448f56830d87b3eba90416590ab,2025-01-01T15:22:44Z,2025-08-16T15:22:44Z,128,False
DEV0299,device,tablet,iPadOS 15,Safari,06d1b1bd577ddb27abd300aae5aab7e8f55d38f8e05db38d910afbec15c45b99,2025-07-26T15:22:44Z,2025-08-17T09:22:44Z,32,True
DEV0277,device,tablet,Android 12,Safari,274e58638318c9fd0de17895542173d56e147c29b5e63a26132f6501e195c631,2025-03-30T15:22:44Z,2025-08-12T23:22:44Z,191,False
DEV0609,device,desktop,Windows 10,Edge,a068130a35962d26b4370ea6eb4a9326759f49ddc019cae1df27cd4e2cf5a871,2024-12-05T15:22:44Z,2025-08-01T21:22:44Z,22,False
DEV0348,device,desktop,Windows 11,Firefox,0a4c2ded731f8dadaec7b3c8fc7236f34f5d280c08b2b40f35f92684d88d1e68,2024-09-24T15:22:44Z,2025-07-31T15:22:44Z,140,False
DEV0355,device,mobile,Android 12,Firefox Mobile,c52b9ae443e4ffc4df412fc72f663976023d904d61b9f000e93180b7f984367b,2024-07-06T15:22:44Z,2025-08-12T06:22:44Z,48,False
DEV0321,device,desktop,Windows 11,Opera,668a3e91b0896022c8b8ede812583e559003e3917f1bfd81a469060d585b5396,2025-02-13T15:22:44Z,2025-08-14T23:22:44Z,39,False
DEV0128,device,tablet,iPadOS 16,Chrome,c509823c0820d9d7ea38abcff816c8fb5eebca42f04a3833721db9af6927f77e,2024-05-15T15:22:44Z,2025-08-06T17:22:44Z,78,False
DEV0501,device,tablet,Android 11,Firefox,bca8261ddacb6e031bfc45dba2b5f667650323ff7f9f13e395f216e73fcc8012,2024-12-16T15:22:44Z,2025-08-17T13:22:44Z,88,False
DEV0516,device,desktop,macOS Ventura,Edge,12378fa83f9aaf78d83aeca5f2c61b6d1ec499f5781884e0eaf3ecee35a6d89e,2024-10-14T15:22:44Z,2025-07-18T18:22:44Z,99,False
DEV0169,device,tablet,Android 12,Chrome,b6c1d0a8003eba14e62576c431be180e531f1d4d9ac26caf43e079fb91b54d7e,2025-04-28T15:22:44Z,2025-08-08T09:22:44Z,157,False
DEV0067,device,tablet,iPadOS 15,Safari,92aa91f91a0a1660cc8b38a2f9fe97b1c0e1d0452bed70d894a0db7b5d310f9a,2025-04-13T15:22:44Z,2025-08-06T12:22:44Z,64,False
DEV0387,device,mobile,iOS 16,Firefox Mobile,9943cb6e3666ec94f6da263222ef5701e66daa8a087352eacc3100b6a1397ffc,2025-06-21T15:22:44Z,2025-07-26T00:22:44Z,76,False
DEV0191,device,tablet,Android 12,Safari,a94b97e5d5a73cb02f8c98fbc62a1f729f69d33db59e80a75ab4fad95cfde40b,2024-08-27T15:22:44Z,2025-07-24T21:22:44Z,156,False
DEV0317,device,desktop,macOS Ventura,Firefox,6a02b95114bee0ebef0b3a5d007d3ac861f286306300eb5c7a1dc68328b3e37f,2024-10-12T15:22:44Z,2025-07-30T12:22:44Z,199,False
DEV0676,device,mobile,Android 13,Samsung Internet,90f15a9f60bdecfe3c5db917e3b1b5a9e48e6d26f3eb876fc32f3d85e8e67a5a,2025-08-02T15:22:44Z,2025-07-24T23:22:44Z,131,False
DEV0322,device,tablet,Android 12,Safari,e84303888d739510bf26246c32123cbb12854ef01511d54360615518a1526720,2024-05-10T15:22:44Z,2025-08-05T11:22:44Z,84,False
DEV0168,device,desktop,macOS Monterey,Opera,953623eeaf857975626dcda3539c71eef5a37f6abde69183f5e43f698c954536,2024-08-01T15:22:44Z,2025-08-03T12:22:44Z,150,False
DEV0540,device,tablet,Android 12,Chrome,96f3e9ec34b2d4ec2b2a9dd0842da34fe6b9c80792b14f28ae7e091c7a9e3356,2024-12-01T15:22:44Z,2025-07-27T22:22:44Z,180,False
DEV0255,device,mobile,iOS 15,Samsung Internet,6ddb7d2671dcdf06cea36c8e75d3870de913db351a25c3ff2da7666ca03518b6,2024-05-06T15:22:44Z,2025-08-11T08:22:44Z,170,False
DEV0418,device,tablet,Android 11,Firefox,6e7da1a5c55f3af6e5c9e725ce4091b126f93cabf2361ee95d8abe866aa465e3,2024-05-05T15:22:44Z,2025-08-15T00:22:44Z,30,False
DEV0632,device,tablet,Android 11,Chrome,85902e3df1d3d0ea53d84e67863bc1cf18f25fe33448e2ff4434c65f2d159224,2024-09-19T15:22:44Z,2025-08-12T05:22:44Z,132,False
DEV0428,device,mobile,iOS 15,Samsung Internet,0db8b6711cedf2b026b6ebc48ecbee8a2c04a47ff3a02a46334536dcc1da2ded,2024-07-28T15:22:44Z,2025-07-24T18:22:44Z,91,False
DEV0343,device,desktop,Windows 11,Safari,8de97946561c0c23db2e1c6e4a9af646b7d4b8b4a64ff9656bb11e2637f9bd19,2025-04-29T15:22:44Z,2025-08-09T04:22:44Z,116,False
DEV0633,device,mobile,iOS 16,Firefox Mobile,f1d4dcf1b2b807ec92ea6a960c198f734db5b8b5c4dda039781f65bcef338ac8,2025-03-25T15:22:44Z,2025-07-29T13:22:44Z,142,False
DEV0336,device,desktop,macOS Ventura,Edge,0b2ddd8201f24d0f4ea1027c377aa4dfcf4c92083c97eb88436fefdd5df40c5f,2025-06-20T15:22:44Z,2025-08-06T07:22:44Z,164,False
DEV0198,device,mobile,Android 11,Firefox Mobile,9bdc8d31b705964cdadc41832279716dde26f21f5284f708d1ce0aadf68373fa,2024-10-07T15:22:44Z,2025-07-27T22:22:44Z,51,False
DEV0467,device,mobile,iOS 16,Samsung Internet,ddabeea93c904cda3030afdb2137bc2a301f67c839db2f296acef1c0de74e7b4,2024-05-13T15:22:44Z,2025-07-28T17:22:44Z,137,False
DEV0066,device,tablet,iPadOS 16,Safari,fd71157793e7e910d2732f0244b695b62fb8e730dac64497e1d2dd1420863fb4,2025-01-24T15:22:44Z,2025-08-10T06:22:44Z,170,False
DEV0716,device,mobile,Android 11,Safari Mobile,24c6965608f2410aa580038a2bc47ff602e39339b7704dc948b4b73ee555b8c7,2025-01-27T15:22:44Z,2025-07-27T20:22:44Z,65,False
DEV0204,device,desktop,macOS Ventura,Firefox,71e64c6503e563c7d53a59b980b547608d7a242277588d5eb5682d3a6f42084c,2024-12-12T15:22:44Z,2025-08-15T11:22:44Z,54,True
DEV0469,device,desktop,macOS Monterey,Opera,0991c7cd4f57ae43d735c728d12e5f8d36734283e3d62d750e0411901e96d620,2024-11-21T15:22:44Z,2025-07-24T06:22:44Z,123,False
